A=3, h=1+1+1, 
A=819, h=23+13+11, 
A=819, h=23+17+1, 
A=819, h=25+5+13, 
A=819, h=25+13+5, 
A=819, h=27+3+9, 
A=819, h=27+9+3, 
A=820, h=10+12+24, 
A=820, h=10+24+12, 
A=820, h=12+10+24, 
A=820, h=12+24+10, 
A=820, h=24+10+12, 
A=820, h=24+12+10, 
A=821, h=1+12+26, 
A=821, h=1+26+12, 
A=821, h=6+16+23, 
A=821, h=6+23+16, 
A=821, h=7+14+24, 
A=821, h=7+24+14, 
A=821, h=8+9+26, 
A=821, h=8+26+9, 
A=821, h=9+8+26, 
A=821, h=9+16+22, 
A=821, h=9+22+16, 
A=821, h=9+26+8, 
A=821, h=12+1+26, 
A=821, h=12+26+1, 
A=821, h=14+7+24, 
A=821, h=14+15+20, 
A=821, h=14+20+15, 
A=821, h=14+24+7, 
A=821, h=15+14+20, 
A=821, h=15+20+14, 
A=821, h=16+6+23, 
A=821, h=16+9+22, 
A=821, h=16+22+9, 
A=821, h=16+23+6, 
A=821, h=20+14+15, 
A=821, h=20+15+14, 
A=821, h=22+9+16, 
A=821, h=22+16+9, 
A=821, h=23+6+16, 
A=821, h=23+16+6, 
A=821, h=24+7+14, 
A=821, h=24+14+7, 
A=821, h=26+1+12, 
A=821, h=26+8+9, 
A=821, h=26+9+8, 
A=821, h=26+12+1, 
A=822, h=1+14+25, 
A=822, h=1+25+14, 
A=822, h=2+17+23, 
A=822, h=2+23+17, 
A=822, h=5+11+26, 
A=822, h=5+26+11, 
A=822, h=7+17+22, 
A=822, h=7+22+17, 
A=822, h=10+19+19, 
A=822, h=11+5+26, 
A=822, h=11+26+5, 
A=822, h=13+13+22, 
A=822, h=13+22+13, 
A=822, h=14+1+25, 
A=822, h=14+25+1, 
A=822, h=17+2+23, 
A=822, h=17+7+22, 
A=822, h=17+22+7, 
A=822, h=17+23+2, 
A=822, h=19+10+19, 
A=822, h=19+19+10, 
A=822, h=22+7+17, 
A=822, h=22+13+13, 
A=822, h=22+17+7, 
A=822, h=23+2+17, 
A=822, h=23+17+2, 
A=822, h=25+1+14, 
A=822, h=25+14+1, 
A=822, h=26+5+11, 
A=822, h=26+11+5, 
A=824, h=2+12+26, 
A=824, h=2+26+12, 
A=824, h=4+18+22, 
A=824, h=4+22+18, 
A=824, h=10+18+20, 
A=824, h=10+20+18, 
A=824, h=12+2+26, 
A=824, h=12+14+22, 
A=824, h=12+22+14, 
A=824, h=12+26+2, 
A=824, h=14+12+22, 
A=824, h=14+22+12, 
A=824, h=18+4+22, 
A=824, h=18+10+20, 
A=824, h=18+20+10, 
A=824, h=18+22+4, 
A=824, h=20+10+18, 
A=824, h=20+18+10, 
A=824, h=22+4+18, 
A=824, h=22+12+14, 
A=824, h=22+14+12, 
A=824, h=22+18+4, 
A=824, h=26+2+12, 
A=824, h=26+12+2, 
A=825, h=2+14+25, 
A=825, h=2+25+14, 
A=825, h=5+20+20, 
A=825, h=7+10+26, 
A=825, h=7+26+10, 
A=825, h=8+19+20, 
A=825, h=8+20+19, 
A=825, h=10+7+26, 
A=825, h=10+10+25, 
A=825, h=10+14+23, 
A=825, h=10+23+14, 
A=825, h=10+25+10, 
A=825, h=10+26+7, 
A=825, h=13+16+20, 
A=825, h=13+20+16, 
A=825, h=14+2+25, 
A=825, h=14+10+23, 
A=825, h=14+23+10, 
A=825, h=14+25+2, 
A=825, h=16+13+20, 
A=825, h=16+20+13, 
A=825, h=19+8+20, 
A=825, h=19+20+8, 
A=825, h=20+5+20, 
A=825, h=20+8+19, 
A=825, h=20+13+16, 
A=825, h=20+16+13, 
A=825, h=20+19+8, 
A=825, h=20+20+5, 
A=825, h=23+10+14, 
A=825, h=23+14+10, 
A=825, h=25+2+14, 
A=825, h=25+10+10, 
A=825, h=25+14+2, 
A=825, h=26+7+10, 
A=825, h=26+10+7, 
A=826, h=4+9+27, 
A=826, h=4+27+9, 
A=826, h=5+15+24, 
A=826, h=5+24+15, 
A=826, h=9+4+27, 
A=826, h=9+13+24, 
A=826, h=9+24+13, 
A=826, h=9+27+4, 
A=826, h=13+9+24, 
A=826, h=13+24+9, 
A=826, h=15+5+24, 
A=826, h=15+24+5, 
A=826, h=24+5+15, 
A=826, h=24+9+13, 
A=826, h=24+13+9, 
A=826, h=24+15+5, 
A=826, h=27+4+9, 
A=826, h=27+9+4, 
A=827, h=3+17+23, 
A=827, h=3+23+17, 
A=827, h=5+19+21, 
A=827, h=5+21+19, 
A=827, h=7+7+27, 
A=827, h=7+27+7, 
A=827, h=9+11+25, 
A=827, h=9+25+11, 
A=827, h=11+9+25, 
A=827, h=11+25+9, 
A=827, h=17+3+23, 
A=827, h=17+23+3, 
A=827, h=19+5+21, 
A=827, h=19+21+5, 
A=827, h=21+5+19, 
A=827, h=21+19+5, 
A=827, h=23+3+17, 
A=827, h=23+17+3, 
A=827, h=25+9+11, 
A=827, h=25+11+9, 
A=827, h=27+7+7, 
A=829, h=3+12+26, 
A=829, h=3+26+12, 
A=829, h=6+8+27, 
A=829, h=6+27+8, 
A=829, h=8+6+27, 
A=829, h=8+18+21, 
A=829, h=8+21+18, 
A=829, h=8+27+6, 
A=829, h=12+3+26, 
A=829, h=12+18+19, 
A=829, h=12+19+18, 
A=829, h=12+26+3, 
A=829, h=18+8+21, 
A=829, h=18+12+19, 
A=829, h=18+19+12, 
A=829, h=18+21+8, 
A=829, h=19+12+18, 
A=829, h=19+18+12, 
A=829, h=21+8+18, 
A=829, h=21+18+8, 
A=829, h=26+3+12, 
A=829, h=26+12+3, 
A=829, h=27+6+8, 
A=829, h=27+8+6, 
A=830, h=1+10+27, 
A=830, h=1+27+10, 
A=830, h=3+14+25, 
A=830, h=3+25+14, 
A=830, h=6+13+25, 
A=830, h=6+25+13, 
A=830, h=10+1+27, 
A=830, h=10+17+21, 
A=830, h=10+21+17, 
A=830, h=10+27+1, 
A=830, h=11+15+22, 
A=830, h=11+22+15, 
A=830, h=13+6+25, 
A=830, h=13+25+6, 
A=830, h=14+3+25, 
A=830, h=14+25+3, 
A=830, h=15+11+22, 
A=830, h=15+22+11, 
A=830, h=17+10+21, 
A=830, h=17+21+10, 
A=830, h=21+10+17, 
A=830, h=21+17+10, 
A=830, h=22+11+15, 
A=830, h=22+15+11, 
A=830, h=25+3+14, 
A=830, h=25+6+13, 
A=830, h=25+13+6, 
A=830, h=25+14+3, 
A=830, h=27+1+10, 
A=830, h=27+10+1, 
A=833, h=1+16+24, 
A=833, h=1+24+16, 
A=833, h=2+10+27, 
A=833, h=2+27+10, 
A=833, h=5+18+22, 
A=833, h=5+22+18, 
A=833, h=6+11+26, 
A=833, h=6+26+11, 
A=833, h=8+12+25, 
A=833, h=8+25+12, 
A=833, h=10+2+27, 
A=833, h=10+27+2, 
A=833, h=11+6+26, 
A=833, h=11+26+6, 
A=833, h=12+8+25, 
A=833, h=12+17+20, 
A=833, h=12+20+17, 
A=833, h=12+25+8, 
A=833, h=14+14+21, 
A=833, h=14+21+14, 
A=833, h=16+1+24, 
A=833, h=16+24+1, 
A=833, h=17+12+20, 
A=833, h=17+20+12, 
A=833, h=18+5+22, 
A=833, h=18+22+5, 
A=833, h=20+12+17, 
A=833, h=20+17+12, 
A=833, h=21+14+14, 
A=833, h=22+5+18, 
A=833, h=22+18+5, 
A=833, h=24+1+16, 
A=833, h=24+16+1, 
A=833, h=25+8+12, 
A=833, h=25+12+8, 
A=833, h=26+6+11, 
A=833, h=26+11+6, 
A=833, h=27+2+10, 
A=833, h=27+10+2, 
A=834, h=4+17+23, 
A=834, h=4+23+17, 
A=834, h=7+16+23, 
A=834, h=7+23+16, 
A=834, h=16+7+23, 
A=834, h=16+17+17, 
A=834, h=16+23+7, 
A=834, h=17+4+23, 
A=834, h=17+16+17, 
A=834, h=17+17+16, 
A=834, h=17+23+4, 
A=834, h=23+4+17, 
A=834, h=23+7+16, 
A=834, h=23+16+7, 
A=834, h=23+17+4, 
A=835, h=5+9+27, 
A=835, h=5+27+9, 
A=835, h=9+5+27, 
A=835, h=9+15+23, 
A=835, h=9+23+15, 
A=835, h=9+27+5, 
A=835, h=13+15+21, 
A=835, h=13+21+15, 
A=835, h=15+9+23, 
A=835, h=15+13+21, 
A=835, h=15+21+13, 
A=835, h=15+23+9, 
A=835, h=21+13+15, 
A=835, h=21+15+13, 
A=835, h=23+9+15, 
A=835, h=23+15+9, 
A=835, h=27+5+9, 
A=835, h=27+9+5, 
A=836, h=2+16+24, 
A=836, h=2+24+16, 
A=836, h=4+12+26, 
A=836, h=4+26+12, 
A=836, h=6+20+20, 
A=836, h=8+14+24, 
A=836, h=8+24+14, 
A=836, h=12+4+26, 
A=836, h=12+26+4, 
A=836, h=14+8+24, 
A=836, h=14+24+8, 
A=836, h=16+2+24, 
A=836, h=16+16+18, 
A=836, h=16+18+16, 
A=836, h=16+24+2, 
A=836, h=18+16+16, 
A=836, h=20+6+20, 
A=836, h=20+20+6, 
A=836, h=24+2+16, 
A=836, h=24+8+14, 
A=836, h=24+14+8, 
A=836, h=24+16+2, 
A=836, h=26+4+12, 
A=836, h=26+12+4, 
A=837, h=4+14+25, 
A=837, h=4+25+14, 
A=837, h=6+15+24, 
A=837, h=6+24+15, 
A=837, h=8+17+22, 
A=837, h=8+22+17, 
A=837, h=14+4+25, 
A=837, h=14+25+4, 
A=837, h=15+6+24, 
A=837, h=15+24+6, 
A=837, h=17+8+22, 
A=837, h=17+22+8, 
A=837, h=22+8+17, 
A=837, h=22+17+8, 
A=837, h=24+6+15, 
A=837, h=24+15+6, 
A=837, h=25+4+14, 
A=837, h=25+14+4, 
A=838, h=3+10+27, 
A=838, h=3+27+10, 
A=838, h=6+19+21, 
A=838, h=6+21+19, 
A=838, h=9+9+26, 
A=838, h=9+26+9, 
A=838, h=10+3+27, 
A=838, h=10+27+3, 
A=838, h=15+17+18, 
A=838, h=15+18+17, 
A=838, h=17+15+18, 
A=838, h=17+18+15, 
A=838, h=18+15+17, 
A=838, h=18+17+15, 
A=838, h=19+6+21, 
A=838, h=19+21+6, 
A=838, h=21+6+19, 
A=838, h=21+19+6, 
A=838, h=26+9+9, 
A=838, h=27+3+10, 
A=838, h=27+10+3, 
A=840, h=8+10+26, 
A=840, h=8+26+10, 
A=840, h=10+8+26, 
A=840, h=10+16+22, 
A=840, h=10+22+16, 
A=840, h=10+26+8, 
A=840, h=16+10+22, 
A=840, h=16+22+10, 
A=840, h=22+10+16, 
A=840, h=22+16+10, 
A=840, h=26+8+10, 
A=840, h=26+10+8, 
A=841, h=3+16+24, 
A=841, h=3+24+16, 
A=841, h=11+12+24, 
A=841, h=11+24+12, 
A=841, h=12+11+24, 
A=841, h=12+16+21, 
A=841, h=12+21+16, 
A=841, h=12+24+11, 
A=841, h=16+3+24, 
A=841, h=16+12+21, 
A=841, h=16+21+12, 
A=841, h=16+24+3, 
A=841, h=21+12+16, 
A=841, h=21+16+12, 
A=841, h=24+3+16, 
A=841, h=24+11+12, 
A=841, h=24+12+11, 
A=841, h=24+16+3, 
A=842, h=1+20+21, 
A=842, h=1+21+20, 
A=842, h=7+8+27, 
A=842, h=7+27+8, 
A=842, h=8+7+27, 
A=842, h=8+27+7, 
A=842, h=9+19+20, 
A=842, h=9+20+19, 
A=842, h=12+13+23, 
A=842, h=12+23+13, 
A=842, h=13+12+23, 
A=842, h=13+23+12, 
A=842, h=15+16+19, 
A=842, h=15+19+16, 
A=842, h=16+15+19, 
A=842, h=16+19+15, 
A=842, h=19+9+20, 
A=842, h=19+15+16, 
A=842, h=19+16+15, 
A=842, h=19+20+9, 
A=842, h=20+1+21, 
A=842, h=20+9+19, 
A=842, h=20+19+9, 
A=842, h=20+21+1, 
A=842, h=21+1+20, 
A=842, h=21+20+1, 
A=842, h=23+12+13, 
A=842, h=23+13+12, 
A=842, h=27+7+8, 
A=842, h=27+8+7, 
A=843, h=5+17+23, 
A=843, h=5+23+17, 
A=843, h=7+13+25, 
A=843, h=7+25+13, 
A=843, h=11+19+19, 
A=843, h=13+7+25, 
A=843, h=13+25+7, 
A=843, h=17+5+23, 
A=843, h=17+23+5, 
A=843, h=19+11+19, 
A=843, h=19+19+11, 
A=843, h=23+5+17, 
A=843, h=23+17+5, 
A=843, h=25+7+13, 
A=843, h=25+13+7, 
A=844, h=6+18+22, 
A=844, h=6+22+18, 
A=844, h=14+18+18, 
A=844, h=18+6+22, 
A=844, h=18+14+18, 
A=844, h=18+18+14, 
A=844, h=18+22+6, 
A=844, h=22+6+18, 
A=844, h=22+18+6, 
A=845, h=2+20+21, 
A=845, h=2+21+20, 
A=845, h=4+10+27, 
A=845, h=4+27+10, 
A=845, h=5+12+26, 
A=845, h=5+26+12, 
A=845, h=10+4+27, 
A=845, h=10+13+24, 
A=845, h=10+24+13, 
A=845, h=10+27+4, 
A=845, h=11+18+20, 
A=845, h=11+20+18, 
A=845, h=12+5+26, 
A=845, h=12+26+5, 
A=845, h=13+10+24, 
A=845, h=13+24+10, 
A=845, h=18+11+20, 
A=845, h=18+20+11, 
A=845, h=20+2+21, 
A=845, h=20+11+18, 
A=845, h=20+18+11, 
A=845, h=20+21+2, 
A=845, h=21+2+20, 
A=845, h=21+20+2, 
A=845, h=24+10+13, 
A=845, h=24+13+10, 
A=845, h=26+5+12, 
A=845, h=26+12+5, 
A=845, h=27+4+10, 
A=845, h=27+10+4, 
A=846, h=1+13+26, 
A=846, h=1+19+22, 
A=846, h=1+22+19, 
A=846, h=1+26+13, 
A=846, h=5+14+25, 
A=846, h=5+25+14, 
A=846, h=6+9+27, 
A=846, h=6+27+9, 
A=846, h=7+11+26, 
A=846, h=7+26+11, 
A=846, h=9+6+27, 
A=846, h=9+18+21, 
A=846, h=9+21+18, 
A=846, h=9+27+6, 
A=846, h=10+11+25, 
A=846, h=10+25+11, 
A=846, h=11+7+26, 
A=846, h=11+10+25, 
A=846, h=11+14+23, 
A=846, h=11+23+14, 
A=846, h=11+25+10, 
A=846, h=11+26+7, 
A=846, h=13+1+26, 
A=846, h=13+26+1, 
A=846, h=14+5+25, 
A=846, h=14+11+23, 
A=846, h=14+17+19, 
A=846, h=14+19+17, 
A=846, h=14+23+11, 
A=846, h=14+25+5, 
A=846, h=17+14+19, 
A=846, h=17+19+14, 
A=846, h=18+9+21, 
A=846, h=18+21+9, 
A=846, h=19+1+22, 
A=846, h=19+14+17, 
A=846, h=19+17+14, 
A=846, h=19+22+1, 
A=846, h=21+9+18, 
A=846, h=21+18+9, 
A=846, h=22+1+19, 
A=846, h=22+19+1, 
A=846, h=23+11+14, 
A=846, h=23+14+11, 
A=846, h=25+5+14, 
A=846, h=25+10+11, 
A=846, h=25+11+10, 
A=846, h=25+14+5, 
A=846, h=26+1+13, 
A=846, h=26+7+11, 
A=846, h=26+11+7, 
A=846, h=26+13+1, 
A=846, h=27+6+9, 
A=846, h=27+9+6, 
A=848, h=4+16+24, 
A=848, h=4+24+16, 
A=848, h=16+4+24, 
A=848, h=16+24+4, 
A=848, h=24+4+16, 
A=848, h=24+16+4, 
A=849, h=2+13+26, 
A=849, h=2+19+22, 
A=849, h=2+22+19, 
A=849, h=2+26+13, 
A=849, h=7+20+20, 
A=849, h=8+16+23, 
A=849, h=8+23+16, 
A=849, h=13+2+26, 
A=849, h=13+14+22, 
A=849, h=13+22+14, 
A=849, h=13+26+2, 
A=849, h=14+13+22, 
A=849, h=14+22+13, 
A=849, h=16+8+23, 
A=849, h=16+23+8, 
A=849, h=19+2+22, 
A=849, h=19+22+2, 
A=849, h=20+7+20, 
A=849, h=20+20+7, 
A=849, h=22+2+19, 
A=849, h=22+13+14, 
A=849, h=22+14+13, 
A=849, h=22+19+2, 
A=849, h=23+8+16, 
A=849, h=23+16+8, 
A=849, h=26+2+13, 
A=849, h=26+13+2, 
A=850, h=3+20+21, 
A=850, h=3+21+20, 
A=850, h=7+15+24, 
A=850, h=7+24+15, 
A=850, h=9+12+25, 
A=850, h=9+25+12, 
A=850, h=12+9+25, 
A=850, h=12+25+9, 
A=850, h=15+7+24, 
A=850, h=15+15+20, 
A=850, h=15+20+15, 
A=850, h=15+24+7, 
A=850, h=20+3+21, 
A=850, h=20+15+15, 
A=850, h=20+21+3, 
A=850, h=21+3+20, 
A=850, h=21+20+3, 
A=850, h=24+7+15, 
A=850, h=24+15+7, 
A=850, h=25+9+12, 
A=850, h=25+12+9, 
A=851, h=1+11+27, 
A=851, h=1+15+25, 
A=851, h=1+25+15, 
A=851, h=1+27+11, 
A=851, h=7+19+21, 
A=851, h=7+21+19, 
A=851, h=11+1+27, 
A=851, h=11+17+21, 
A=851, h=11+21+17, 
A=851, h=11+27+1, 
A=851, h=15+1+25, 
A=851, h=15+25+1, 
A=851, h=17+11+21, 
A=851, h=17+21+11, 
A=851, h=19+7+21, 
A=851, h=19+21+7, 
A=851, h=21+7+19, 
A=851, h=21+11+17, 
A=851, h=21+17+11, 
A=851, h=21+19+7, 
A=851, h=25+1+15, 
A=851, h=25+15+1, 
A=851, h=27+1+11, 
A=851, h=27+11+1, 
A=852, h=14+16+20, 
A=852, h=14+20+16, 
A=852, h=16+14+20, 
A=852, h=16+20+14, 
A=852, h=20+14+16, 
A=852, h=20+16+14, 
A=853, h=9+14+24, 
A=853, h=9+24+14, 
A=853, h=12+15+22, 
A=853, h=12+22+15, 
A=853, h=14+9+24, 
A=853, h=14+24+9, 
A=853, h=15+12+22, 
A=853, h=15+22+12, 
A=853, h=22+12+15, 
A=853, h=22+15+12, 
A=853, h=24+9+14, 
A=853, h=24+14+9, 
A=854, h=1+18+23, 
A=854, h=1+23+18, 
A=854, h=2+11+27, 
A=854, h=2+15+25, 
A=854, h=2+25+15, 
A=854, h=2+27+11, 
A=854, h=3+13+26, 
A=854, h=3+19+22, 
A=854, h=3+22+19, 
A=854, h=3+26+13, 
A=854, h=5+10+27, 
A=854, h=5+27+10, 
A=854, h=6+17+23, 
A=854, h=6+23+17, 
A=854, h=9+17+22, 
A=854, h=9+22+17, 
A=854, h=10+5+27, 
A=854, h=10+15+23, 
A=854, h=10+23+15, 
A=854, h=10+27+5, 
A=854, h=11+2+27, 
A=854, h=11+27+2, 
A=854, h=13+3+26, 
A=854, h=13+18+19, 
A=854, h=13+19+18, 
A=854, h=13+26+3, 
A=854, h=15+2+25, 
A=854, h=15+10+23, 
A=854, h=15+23+10, 
A=854, h=15+25+2, 
A=854, h=17+6+23, 
A=854, h=17+9+22, 
A=854, h=17+22+9, 
A=854, h=17+23+6, 
A=854, h=18+1+23, 
A=854, h=18+13+19, 
A=854, h=18+19+13, 
A=854, h=18+23+1, 
A=854, h=19+3+22, 
A=854, h=19+13+18, 
A=854, h=19+18+13, 
A=854, h=19+22+3, 
A=854, h=22+3+19, 
A=854, h=22+9+17, 
A=854, h=22+17+9, 
A=854, h=22+19+3, 
A=854, h=23+1+18, 
A=854, h=23+6+17, 
A=854, h=23+10+15, 
A=854, h=23+15+10, 
A=854, h=23+17+6, 
A=854, h=23+18+1, 
A=854, h=25+2+15, 
A=854, h=25+15+2, 
A=854, h=26+3+13, 
A=854, h=26+13+3, 
A=854, h=27+2+11, 
A=854, h=27+5+10, 
A=854, h=27+10+5, 
A=854, h=27+11+2, 
A=856, h=6+12+26, 
A=856, h=6+26+12, 
A=856, h=12+6+26, 
A=856, h=12+26+6, 
A=856, h=26+6+12, 
A=856, h=26+12+6, 
A=857, h=2+18+23, 
A=857, h=2+23+18, 
A=857, h=4+20+21, 
A=857, h=4+21+20, 
A=857, h=5+16+24, 
A=857, h=5+24+16, 
A=857, h=6+14+25, 
A=857, h=6+25+14, 
A=857, h=7+18+22, 
A=857, h=7+22+18, 
A=857, h=8+8+27, 
A=857, h=8+27+8, 
A=857, h=9+10+26, 
A=857, h=9+26+10, 
A=857, h=10+9+26, 
A=857, h=10+26+9, 
A=857, h=14+6+25, 
A=857, h=14+25+6, 
A=857, h=16+5+24, 
A=857, h=16+24+5, 
A=857, h=18+2+23, 
A=857, h=18+7+22, 
A=857, h=18+22+7, 
A=857, h=18+23+2, 
A=857, h=20+4+21, 
A=857, h=20+21+4, 
A=857, h=21+4+20, 
A=857, h=21+20+4, 
A=857, h=22+7+18, 
A=857, h=22+18+7, 
A=857, h=23+2+18, 
A=857, h=23+18+2, 
A=857, h=24+5+16, 
A=857, h=24+16+5, 
A=857, h=25+6+14, 
A=857, h=25+14+6, 
A=857, h=26+9+10, 
A=857, h=26+10+9, 
A=857, h=27+8+8, 
A=858, h=8+13+25, 
A=858, h=8+25+13, 
A=858, h=13+8+25, 
A=858, h=13+17+20, 
A=858, h=13+20+17, 
A=858, h=13+25+8, 
A=858, h=17+13+20, 
A=858, h=17+20+13, 
A=858, h=20+13+17, 
A=858, h=20+17+13, 
A=858, h=25+8+13, 
A=858, h=25+13+8, 
A=859, h=3+11+27, 
A=859, h=3+15+25, 
A=859, h=3+25+15, 
A=859, h=3+27+11, 
A=859, h=7+9+27, 
A=859, h=7+27+9, 
A=859, h=9+7+27, 
A=859, h=9+27+7, 
A=859, h=11+3+27, 
A=859, h=11+27+3, 
A=859, h=15+3+25, 
A=859, h=15+25+3, 
A=859, h=25+3+15, 
A=859, h=25+15+3, 
A=859, h=27+3+11, 
A=859, h=27+7+9, 
A=859, h=27+9+7, 
A=859, h=27+11+3, 
A=861, h=4+13+26, 
A=861, h=4+19+22, 
A=861, h=4+22+19, 
A=861, h=4+26+13, 
A=861, h=8+11+26, 
A=861, h=8+26+11, 
A=861, h=10+19+20, 
A=861, h=10+20+19, 
A=861, h=11+8+26, 
A=861, h=11+16+22, 
A=861, h=11+22+16, 
A=861, h=11+26+8, 
A=861, h=13+4+26, 
A=861, h=13+26+4, 
A=861, h=16+11+22, 
A=861, h=16+22+11, 
A=861, h=19+4+22, 
A=861, h=19+10+20, 
A=861, h=19+20+10, 
A=861, h=19+22+4, 
A=861, h=20+10+19, 
A=861, h=20+19+10, 
A=861, h=22+4+19, 
A=861, h=22+11+16, 
A=861, h=22+16+11, 
A=861, h=22+19+4, 
A=861, h=26+4+13, 
A=861, h=26+8+11, 
A=861, h=26+11+8, 
A=861, h=26+13+4, 
A=862, h=3+18+23, 
A=862, h=3+23+18, 
A=862, h=14+15+21, 
A=862, h=14+21+15, 
A=862, h=15+14+21, 
A=862, h=15+21+14, 
A=862, h=18+3+23, 
A=862, h=18+23+3, 
A=862, h=21+14+15, 
A=862, h=21+15+14, 
A=862, h=23+3+18, 
A=862, h=23+18+3, 
A=864, h=8+20+20, 
A=864, h=12+12+24, 
A=864, h=12+24+12, 
A=864, h=20+8+20, 
A=864, h=20+20+8, 
A=864, h=24+12+12, 
A=865, h=6+10+27, 
A=865, h=6+27+10, 
A=865, h=8+15+24, 
A=865, h=8+24+15, 
A=865, h=10+6+27, 
A=865, h=10+18+21, 
A=865, h=10+21+18, 
A=865, h=10+27+6, 
A=865, h=15+8+24, 
A=865, h=15+24+8, 
A=865, h=18+10+21, 
A=865, h=18+21+10, 
A=865, h=21+10+18, 
A=865, h=21+18+10, 
A=865, h=24+8+15, 
A=865, h=24+15+8, 
A=865, h=27+6+10, 
A=865, h=27+10+6, 
A=866, h=1+17+24, 
A=866, h=1+24+17, 
A=866, h=4+11+27, 
A=866, h=4+15+25, 
A=866, h=4+25+15, 
A=866, h=4+27+11, 
A=866, h=5+20+21, 
A=866, h=5+21+20, 
A=866, h=8+19+21, 
A=866, h=8+21+19, 
A=866, h=9+16+23, 
A=866, h=9+23+16, 
A=866, h=11+4+27, 
A=866, h=11+13+24, 
A=866, h=11+24+13, 
A=866, h=11+27+4, 
A=866, h=12+19+19, 
A=866, h=13+11+24, 
A=866, h=13+16+21, 
A=866, h=13+21+16, 
A=866, h=13+24+11, 
A=866, h=15+4+25, 
A=866, h=15+25+4, 
A=866, h=16+9+23, 
A=866, h=16+13+21, 
A=866, h=16+21+13, 
A=866, h=16+23+9, 
A=866, h=17+1+24, 
A=866, h=17+24+1, 
A=866, h=19+8+21, 
A=866, h=19+12+19, 
A=866, h=19+19+12, 
A=866, h=19+21+8, 
A=866, h=20+5+21, 
A=866, h=20+21+5, 
A=866, h=21+5+20, 
A=866, h=21+8+19, 
A=866, h=21+13+16, 
A=866, h=21+16+13, 
A=866, h=21+19+8, 
A=866, h=21+20+5, 
A=866, h=23+9+16, 
A=866, h=23+16+9, 
A=866, h=24+1+17, 
A=866, h=24+11+13, 
A=866, h=24+13+11, 
A=866, h=24+17+1, 
A=866, h=25+4+15, 
A=866, h=25+15+4, 
A=866, h=27+4+11, 
A=866, h=27+11+4, 
A=867, h=7+17+23, 
A=867, h=7+23+17, 
A=867, h=11+11+25, 
A=867, h=11+25+11, 
A=867, h=13+13+23, 
A=867, h=13+23+13, 
A=867, h=17+7+23, 
A=867, h=17+17+17, 
A=867, h=17+23+7, 
A=867, h=23+7+17, 
A=867, h=23+13+13, 
A=867, h=23+17+7, 
A=867, h=25+11+11, 
A=868, h=6+16+24, 
A=868, h=6+24+16, 
A=868, h=12+18+20, 
A=868, h=12+20+18, 
A=868, h=16+6+24, 
A=868, h=16+24+6, 
A=868, h=18+12+20, 
A=868, h=18+20+12, 
A=868, h=20+12+18, 
A=868, h=20+18+12, 
A=868, h=24+6+16, 
A=868, h=24+16+6, 
A=869, h=2+17+24, 
A=869, h=2+24+17, 
A=869, h=4+18+23, 
A=869, h=4+23+18, 
A=869, h=7+12+26, 
A=869, h=7+26+12, 
A=869, h=10+12+25, 
A=869, h=10+25+12, 
A=869, h=12+7+26, 
A=869, h=12+10+25, 
A=869, h=12+14+23, 
A=869, h=12+23+14, 
A=869, h=12+25+10, 
A=869, h=12+26+7, 
A=869, h=14+12+23, 
A=869, h=14+23+12, 
A=869, h=16+17+18, 
A=869, h=16+18+17, 
A=869, h=17+2+24, 
A=869, h=17+16+18, 
A=869, h=17+18+16, 
A=869, h=17+24+2, 
A=869, h=18+4+23, 
A=869, h=18+16+17, 
A=869, h=18+17+16, 
A=869, h=18+23+4, 
A=869, h=23+4+18, 
A=869, h=23+12+14, 
A=869, h=23+14+12, 
A=869, h=23+18+4, 
A=869, h=24+2+17, 
A=869, h=24+17+2, 
A=869, h=25+10+12, 
A=869, h=25+12+10, 
A=869, h=26+7+12, 
A=869, h=26+12+7, 
A=870, h=5+13+26, 
A=870, h=5+19+22, 
A=870, h=5+22+19, 
A=870, h=5+26+13, 
A=870, h=7+14+25, 
A=870, h=7+25+14, 
A=870, h=13+5+26, 
A=870, h=13+26+5, 
A=870, h=14+7+25, 
A=870, h=14+25+7, 
A=870, h=19+5+22, 
A=870, h=19+22+5, 
A=870, h=22+5+19, 
A=870, h=22+19+5, 
A=870, h=25+7+14, 
A=870, h=25+14+7, 
A=870, h=26+5+13, 
A=870, h=26+13+5, 
A=872, h=8+18+22, 
A=872, h=8+22+18, 
A=872, h=10+14+24, 
A=872, h=10+24+14, 
A=872, h=14+10+24, 
A=872, h=14+24+10, 
A=872, h=18+8+22, 
A=872, h=18+22+8, 
A=872, h=22+8+18, 
A=872, h=22+18+8, 
A=872, h=24+10+14, 
A=872, h=24+14+10, 
A=873, h=1+14+26, 
A=873, h=1+26+14, 
A=873, h=10+17+22, 
A=873, h=10+22+17, 
A=873, h=14+1+26, 
A=873, h=14+26+1, 
A=873, h=15+18+18, 
A=873, h=16+16+19, 
A=873, h=16+19+16, 
A=873, h=17+10+22, 
A=873, h=17+22+10, 
A=873, h=18+15+18, 
A=873, h=18+18+15, 
A=873, h=19+16+16, 
A=873, h=22+10+17, 
A=873, h=22+17+10, 
A=873, h=26+1+14, 
A=873, h=26+14+1, 
A=874, h=1+12+27, 
A=874, h=1+27+12, 
A=874, h=3+17+24, 
A=874, h=3+24+17, 
A=874, h=8+9+27, 
A=874, h=8+27+9, 
A=874, h=9+8+27, 
A=874, h=9+27+8, 
